Description,category,group,subcategory,size.group,size.overlap.category,size.category,size.overlap.term,size.term,k.K,p.adjust,qvalue,ENTREZIDs,SYMBOLs,ENSEMBLIDs
GOBP_REGULATION_OF_MITOCHONDRION_ORGANIZATION,C5,AntiIL5,GO:BP,36,31,17949,1,151,0.006622516556291391,0.3046537019229423,0.22272228897634705,8326,FZD9,ENSG00000188763
GOBP_NON_CANONICAL_WNT_SIGNALING_PATHWAY,C5,AntiIL5,GO:BP,36,31,17949,1,153,0.006535947712418301,0.3076851807439575,0.22493850331327517,8326,FZD9,ENSG00000188763
GOBP_CHROMATIN_ORGANIZATION_INVOLVED_IN_REGULATION_OF_TRANSCRIPTION,C5,AntiIL5,GO:BP,36,31,17949,1,154,0.006493506493506494,0.30893886962635253,0.22585503397017764,8370,H4C14,ENSG00000270882
GOBP_ALCOHOL_BIOSYNTHETIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,156,0.00641025641025641,0.3114250742336073,0.22767261628575833,553,AVPR1B,ENSG00000198049
GOBP_REGULATION_OF_LIPID_TRANSPORT,C5,AntiIL5,GO:BP,36,31,17949,1,156,0.00641025641025641,0.3114250742336073,0.22767261628575833,553,AVPR1B,ENSG00000198049
GOBP_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,C5,AntiIL5,GO:BP,36,31,17949,1,157,0.006369426751592357,0.3126576687623271,0.22857372555534347,91543,RSAD2,ENSG00000134321
GOBP_BIOMINERALIZATION,C5,AntiIL5,GO:BP,36,31,17949,1,161,0.006211180124223602,0.3154703930866287,0.23063001568349156,8326,FZD9,ENSG00000188763
GOBP_LOCOMOTORY_BEHAVIOR,C5,AntiIL5,GO:BP,36,31,17949,1,161,0.006211180124223602,0.3154703930866287,0.23063001568349156,163175,LGI4,ENSG00000153902
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION,C5,AntiIL5,GO:BP,36,31,17949,1,160,0.00625,0.3154703930866287,0.23063001568349156,55333,SYNJ2BP,ENSG00000213463
GOBP_NEGATIVE_REGULATION_OF_SECRETION,C5,AntiIL5,GO:BP,36,31,17949,1,160,0.00625,0.3154703930866287,0.23063001568349156,91543,RSAD2,ENSG00000134321
GOBP_REGULATION_OF_MUSCLE_CONTRACTION,C5,AntiIL5,GO:BP,36,31,17949,1,161,0.006211180124223602,0.3154703930866287,0.23063001568349156,6262,RYR2,ENSG00000198626
GOBP_REGULATION_OF_REPRODUCTIVE_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,159,0.006289308176100629,0.3154703930866287,0.23063001568349156,7784,ZP3,ENSG00000188372
GOBP_RESPONSE_TO_HEAT,C5,AntiIL5,GO:BP,36,31,17949,1,161,0.006211180124223602,0.3154703930866287,0.23063001568349156,3627,CXCL10,ENSG00000169245
GOBP_SINGLE_FERTILIZATION,C5,AntiIL5,GO:BP,36,31,17949,1,160,0.00625,0.3154703930866287,0.23063001568349156,7784,ZP3,ENSG00000188372
GOBP_POSITIVE_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,163,0.006134969325153374,0.3183631160433951,0.23274479017741312,55323,LARP6,ENSG00000166173
GOBP_RESPONSE_TO_NUTRIENT,C5,AntiIL5,GO:BP,36,31,17949,1,165,0.006060606060606061,0.3212350935968684,0.23484439839015056,3627,CXCL10,ENSG00000169245
GOBP_CELL_MATURATION,C5,AntiIL5,GO:BP,36,31,17949,1,166,0.006024096385542169,0.32240438639281077,0.23569922984748076,163175,LGI4,ENSG00000153902
GOBP_CELLULAR_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN,C5,AntiIL5,GO:BP,36,31,17949,1,168,0.005952380952380952,0.32524364111088333,0.2377749154728468,2673,GFPT1,ENSG00000198380
GOBP_RNA_MODIFICATION,C5,AntiIL5,GO:BP,36,31,17949,1,169,0.005917159763313609,0.32639429223950406,0.23861611862108387,200315/200315,APOBEC3A/APOBEC3A,ENSG00000128383/ENSG00000262156
GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH,C5,AntiIL5,GO:BP,36,31,17949,1,170,0.0058823529411764705,0.32753845214130767,0.23945257624715627,7784,ZP3,ENSG00000188372
GOBP_INORGANIC_ANION_TRANSPORT,C5,AntiIL5,GO:BP,36,31,17949,1,171,0.005847953216374269,0.3286761564591649,0.24028431440839332,53405,CLIC5,ENSG00000112782
GOBP_MEMBRANE_FUSION,C5,AntiIL5,GO:BP,36,31,17949,1,172,0.005813953488372093,0.32980744060171524,0.24111135899088515,4600,MX2,ENSG00000183486
GOBP_TELOMERE_ORGANIZATION,C5,AntiIL5,GO:BP,36,31,17949,1,174,0.005747126436781609,0.3325787916794384,0.24313740250091503,8370,H4C14,ENSG00000270882
GOBP_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT,C5,AntiIL5,GO:BP,36,31,17949,1,175,0.005714285714285714,0.3336919529429341,0.24395119804333154,83666,PARP9,ENSG00000138496
GOBP_REGULATION_OF_BLOOD_PRESSURE,C5,AntiIL5,GO:BP,36,31,17949,1,177,0.005649717514124294,0.3358994286320573,0.245565010825641,553,AVPR1B,ENSG00000198049
GOBP_REGULATION_OF_CATION_CHANNEL_ACTIVITY,C5,AntiIL5,GO:BP,36,31,17949,1,177,0.005649717514124294,0.3358994286320573,0.245565010825641,9722,NOS1AP,ENSG00000198929
GOBP_MONOCARBOXYLIC_ACID_TRANSPORT,C5,AntiIL5,GO:BP,36,31,17949,1,178,0.0056179775280898875,0.3369938115946061,0.2463650781706203,553,AVPR1B,ENSG00000198049
GOBP_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY,C5,AntiIL5,GO:BP,36,31,17949,1,179,0.00558659217877095,0.33808200328830323,0.2471606192828257,8326,FZD9,ENSG00000188763
GOBP_NEGATIVE_REGULATION_OF_MAPK_CASCADE,C5,AntiIL5,GO:BP,36,31,17949,1,181,0.0055248618784530384,0.34077575844275265,0.2491299349686484,55333,SYNJ2BP,ENSG00000213463
GOBP_SPROUTING_ANGIOGENESIS,C5,AntiIL5,GO:BP,36,31,17949,1,184,0.005434782608695652,0.3450512238432867,0.25225558692835104,55333,SYNJ2BP,ENSG00000213463
GOBP_NOTCH_SIGNALING_PATHWAY,C5,AntiIL5,GO:BP,36,31,17949,1,186,0.005376344086021506,0.34769851967012927,0.2541909377297047,55333,SYNJ2BP,ENSG00000213463
GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT,C5,AntiIL5,GO:BP,36,31,17949,1,188,0.005319148936170213,0.3503267709767344,0.2561123657094646,8820,HESX1,ENSG00000163666
GOBP_REGULATION_OF_LIPID_LOCALIZATION,C5,AntiIL5,GO:BP,36,31,17949,1,189,0.005291005291005291,0.35080965214588594,0.2564653842305532,553,AVPR1B,ENSG00000198049
GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS,C5,AntiIL5,GO:BP,36,31,17949,1,189,0.005291005291005291,0.35080965214588594,0.2564653842305532,83666,PARP9,ENSG00000138496
GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION,C5,AntiIL5,GO:BP,36,31,17949,1,190,0.005263157894736842,0.3512868680583987,0.25681426106907485,23136,EPB41L3,ENSG00000082397
GOBP_REGULATION_OF_NEURON_DIFFERENTIATION,C5,AntiIL5,GO:BP,36,31,17949,1,190,0.005263157894736842,0.3512868680583987,0.25681426106907485,50674,NEUROG3,ENSG00000122859
GOBP_ALPHA_AMINO_ACID_METABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,191,0.005235602094240838,0.3517584758209404,0.25715903797383355,2673,GFPT1,ENSG00000198380
GOBP_ENDOTHELIAL_CELL_PROLIFERATION,C5,AntiIL5,GO:BP,36,31,17949,1,191,0.005235602094240838,0.3517584758209404,0.25715903797383355,55333,SYNJ2BP,ENSG00000213463
GOBP_REGENERATION,C5,AntiIL5,GO:BP,36,31,17949,1,192,0.005208333333333333,0.35222453182617447,0.2574997561716488,8326,FZD9,ENSG00000188763
GOBP_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,192,0.005208333333333333,0.35222453182617447,0.2574997561716488,9722,NOS1AP,ENSG00000198929
GOBP_FERTILIZATION,C5,AntiIL5,GO:BP,36,31,17949,1,194,0.005154639175257732,0.35314021063134343,0.25816917879204393,7784,ZP3,ENSG00000188372
GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION,C5,AntiIL5,GO:BP,36,31,17949,1,193,0.0051813471502590676,0.35314021063134343,0.25816917879204393,83666,PARP9,ENSG00000138496
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,C5,AntiIL5,GO:BP,36,31,17949,1,194,0.005154639175257732,0.35314021063134343,0.25816917879204393,8326,FZD9,ENSG00000188763
GOBP_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE,C5,AntiIL5,GO:BP,36,31,17949,1,194,0.005154639175257732,0.35314021063134343,0.25816917879204393,4600,MX2,ENSG00000183486
GOBP_NEGATIVE_REGULATION_OF_NEURON_DEATH,C5,AntiIL5,GO:BP,36,31,17949,1,195,0.005128205128205128,0.3535899427448464,0.2584979631301738,8326,FZD9,ENSG00000188763
GOBP_T_CELL_PROLIFERATION,C5,AntiIL5,GO:BP,36,31,17949,1,195,0.005128205128205128,0.3535899427448464,0.2584979631301738,7784,ZP3,ENSG00000188372
GOBP_INOSITOL_LIPID_MEDIATED_SIGNALING,C5,AntiIL5,GO:BP,36,31,17949,1,196,0.00510204081632653,0.35403434174923615,0.25882284860785476,7784,ZP3,ENSG00000188372
GOBP_RESPONSE_TO_INTERFERON_GAMMA,C5,AntiIL5,GO:BP,36,31,17949,1,196,0.00510204081632653,0.35403434174923615,0.25882284860785476,83666,PARP9,ENSG00000138496
GOBP_CARBOHYDRATE_DERIVATIVE_CATABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,197,0.005076142131979695,0.3544734606285966,0.25914387396000566,200315/200315,APOBEC3A/APOBEC3A,ENSG00000128383/ENSG00000262156
GOBP_REGULATION_OF_EXOCYTOSIS,C5,AntiIL5,GO:BP,36,31,17949,1,197,0.005076142131979695,0.3544734606285966,0.25914387396000566,7784,ZP3,ENSG00000188372
GOBP_CELLULAR_MODIFIED_AMINO_ACID_METABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,198,0.005050505050505051,0.3549073517162139,0.2594610774457687,53405,CLIC5,ENSG00000112782
GOBP_POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,198,0.005050505050505051,0.3549073517162139,0.2594610774457687,83666,PARP9,ENSG00000138496
GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION,C5,AntiIL5,GO:BP,36,31,17949,1,200,0.005,0.35737919985619204,0.2612681642208938,4600,MX2,ENSG00000183486
GOBP_MULTICELLULAR_ORGANISMAL_SIGNALING,C5,AntiIL5,GO:BP,36,31,17949,1,203,0.0049261083743842365,0.36132745249640985,0.26415460170691735,6262,RYR2,ENSG00000198626
GOBP_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC,C5,AntiIL5,GO:BP,36,31,17949,1,205,0.004878048780487805,0.3632073461913481,0.2655289300808254,8370,H4C14,ENSG00000270882
GOBP_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN,C5,AntiIL5,GO:BP,36,31,17949,1,205,0.004878048780487805,0.3632073461913481,0.2655289300808254,2673,GFPT1,ENSG00000198380
GOBP_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,206,0.0048543689320388345,0.36413927871472357,0.266210235259353,553,AVPR1B,ENSG00000198049
GOBP_EPITHELIAL_CELL_DEVELOPMENT,C5,AntiIL5,GO:BP,36,31,17949,1,207,0.004830917874396135,0.3645169347095357,0.2664863271206345,79955,PDZD7,ENSG00000186862
GOBP_PURINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,207,0.004830917874396135,0.3645169347095357,0.2664863271206345,2766,GMPR,ENSG00000137198
GOBP_CARBOHYDRATE_BIOSYNTHETIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,209,0.004784688995215311,0.3647128889037101,0.26662958277906096,553,AVPR1B,ENSG00000198049
GOBP_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT,C5,AntiIL5,GO:BP,36,31,17949,1,208,0.004807692307692308,0.3647128889037101,0.26662958277906096,6262,RYR2,ENSG00000198626
GOBP_CELL_CELL_JUNCTION_ORGANIZATION,C5,AntiIL5,GO:BP,36,31,17949,1,209,0.004784688995215311,0.3647128889037101,0.26662958277906096,23136,EPB41L3,ENSG00000082397
GOBP_CHROMATIN_REMODELING,C5,AntiIL5,GO:BP,36,31,17949,1,209,0.004784688995215311,0.3647128889037101,0.26662958277906096,8370,H4C14,ENSG00000270882
GOBP_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,C5,AntiIL5,GO:BP,36,31,17949,1,208,0.004807692307692308,0.3647128889037101,0.26662958277906096,91543,RSAD2,ENSG00000134321
GOBP_GLIAL_CELL_DIFFERENTIATION,C5,AntiIL5,GO:BP,36,31,17949,1,210,0.004761904761904762,0.36562160233251545,0.2672939132421724,163175,LGI4,ENSG00000153902
GOBP_CIRCADIAN_RHYTHM,C5,AntiIL5,GO:BP,36,31,17949,1,212,0.0047169811320754715,0.36742358554667226,0.268611283829238,2673,GFPT1,ENSG00000198380
GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY,C5,AntiIL5,GO:BP,36,31,17949,1,212,0.0047169811320754715,0.36742358554667226,0.268611283829238,55333,SYNJ2BP,ENSG00000213463
GOBP_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY,C5,AntiIL5,GO:BP,36,31,17949,1,214,0.004672897196261682,0.36975293847619134,0.2703141970484822,4600,MX2,ENSG00000183486
GOBP_ANATOMICAL_STRUCTURE_MATURATION,C5,AntiIL5,GO:BP,36,31,17949,1,217,0.004608294930875576,0.37238894989622473,0.27224129819162246,163175,LGI4,ENSG00000153902
GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,C5,AntiIL5,GO:BP,36,31,17949,1,217,0.004608294930875576,0.37238894989622473,0.27224129819162246,8794,TNFRSF10C,ENSG00000173535
GOBP_NEGATIVE_REGULATION_OF_ANION_TRANSPORT,C5,AntiIL5,GO:BP,36,31,17949,1,217,0.004608294930875576,0.37238894989622473,0.27224129819162246,91543,RSAD2,ENSG00000134321
GOBP_SENSORY_PERCEPTION_OF_LIGHT_STIMULUS,C5,AntiIL5,GO:BP,36,31,17949,1,218,0.0045871559633027525,0.3732576252514951,0.2728763581376595,53405,CLIC5,ENSG00000112782
GOBP_B_CELL_MEDIATED_IMMUNITY,C5,AntiIL5,GO:BP,36,31,17949,1,219,0.0045662100456621,0.37357116794390444,0.2731055788748586,7784,ZP3,ENSG00000188372
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_HOST,C5,AntiIL5,GO:BP,36,31,17949,1,219,0.0045662100456621,0.37357116794390444,0.2731055788748586,3434,IFIT1,ENSG00000185745
GOBP_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS,C5,AntiIL5,GO:BP,36,31,17949,1,221,0.004524886877828055,0.37583402896321805,0.2747598820481854,83666,PARP9,ENSG00000138496
GOBP_NEGATIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY,C5,AntiIL5,GO:BP,36,31,17949,1,224,0.004464285714285714,0.37836653536087445,0.27661131407797224,8326,FZD9,ENSG00000188763
GOBP_REGULATION_OF_CHEMOTAXIS,C5,AntiIL5,GO:BP,36,31,17949,1,224,0.004464285714285714,0.37836653536087445,0.27661131407797224,3627,CXCL10,ENSG00000169245
GOBP_VESICLE_LOCALIZATION,C5,AntiIL5,GO:BP,36,31,17949,1,224,0.004464285714285714,0.37836653536087445,0.27661131407797224,4600,MX2,ENSG00000183486
GOBP_CELL_RECOGNITION,C5,AntiIL5,GO:BP,36,31,17949,1,225,0.0044444444444444444,0.37920106691204125,0.277221412613213,7784,ZP3,ENSG00000188372
GOBP_NEURON_APOPTOTIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,229,0.004366812227074236,0.3841643724145972,0.28084992182035784,8326,FZD9,ENSG00000188763
GOBP_IMPORT_INTO_CELL,C5,AntiIL5,GO:BP,36,31,17949,1,230,0.004347826086956522,0.38497637012251734,0.2814435466048591,4600,MX2,ENSG00000183486
GOBP_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION,C5,AntiIL5,GO:BP,36,31,17949,1,231,0.004329004329004329,0.3857836891893661,0.2820337509889446,55333,SYNJ2BP,ENSG00000213463
GOBP_POTASSIUM_ION_TRANSPORT,C5,AntiIL5,GO:BP,36,31,17949,1,232,0.004310344827586207,0.3865863537753714,0.2826205526353614,9722,NOS1AP,ENSG00000198929
GOBP_RNA_LOCALIZATION,C5,AntiIL5,GO:BP,36,31,17949,1,233,0.004291845493562232,0.3873843878947243,0.28320396910009377,4600,MX2,ENSG00000183486
GOBP_DENDRITE_DEVELOPMENT,C5,AntiIL5,GO:BP,36,31,17949,1,234,0.004273504273504274,0.3876168648163276,0.28337392532181976,50674,NEUROG3,ENSG00000122859
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION,C5,AntiIL5,GO:BP,36,31,17949,1,234,0.004273504273504274,0.3876168648163276,0.28337392532181976,7784,ZP3,ENSG00000188372
GOBP_CELL_CYCLE_ARREST,C5,AntiIL5,GO:BP,36,31,17949,1,235,0.00425531914893617,0.3884053806146678,0.2839503832555059,8326,FZD9,ENSG00000188763
GOBP_HEART_MORPHOGENESIS,C5,AntiIL5,GO:BP,36,31,17949,1,239,0.0041841004184100415,0.3932065834469898,0.2874603845386183,6262,RYR2,ENSG00000198626
GOBP_REGULATION_OF_LEUKOCYTE_PROLIFERATION,C5,AntiIL5,GO:BP,36,31,17949,1,241,0.004149377593360996,0.39530381191403796,0.2889935992074014,7784,ZP3,ENSG00000188372
GOBP_REGULATION_OF_MUSCLE_SYSTEM_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,243,0.00411522633744856,0.39738601144114744,0.2905158267131108,6262,RYR2,ENSG00000198626
GOBP_VASCULAR_PROCESS_IN_CIRCULATORY_SYSTEM,C5,AntiIL5,GO:BP,36,31,17949,1,245,0.004081632653061225,0.39945327613749715,0.2920271358558681,553,AVPR1B,ENSG00000198049
GOBP_T_CELL_DIFFERENTIATION,C5,AntiIL5,GO:BP,36,31,17949,1,246,0.0040650406504065045,0.40019445941158643,0.29256899053977375,91543,RSAD2,ENSG00000134321
GOBP_DNA_TEMPLATED_TRANSCRIPTION_INITIATION,C5,AntiIL5,GO:BP,36,31,17949,1,249,0.004016064257028112,0.40354337431863746,0.29501727194576854,8370,H4C14,ENSG00000270882
GOBP_ORGANIC_HYDROXY_COMPOUND_BIOSYNTHETIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,251,0.00398406374501992,0.4049878388246907,0.2960732723787279,553,AVPR1B,ENSG00000198049
GOBP_STEM_CELL_DIFFERENTIATION,C5,AntiIL5,GO:BP,36,31,17949,1,251,0.00398406374501992,0.4049878388246907,0.2960732723787279,8820,HESX1,ENSG00000163666
GOBP_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT,C5,AntiIL5,GO:BP,36,31,17949,1,252,0.003968253968253968,0.4057036901903045,0.2965966077385478,4600,MX2,ENSG00000183486
GOBP_POSITIVE_REGULATION_OF_GROWTH,C5,AntiIL5,GO:BP,36,31,17949,1,253,0.003952569169960474,0.4064153166265573,0.2971168543916424,7784,ZP3,ENSG00000188372
GOBP_NEGATIVE_REGULATION_OF_PEPTIDASE_ACTIVITY,C5,AntiIL5,GO:BP,36,31,17949,1,255,0.00392156862745098,0.40840527919176084,0.29857165049194223,1293,COL6A3,ENSG00000163359
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,C5,AntiIL5,GO:BP,36,31,17949,1,256,0.00390625,0.40910452974324807,0.29908284954323283,83666,PARP9,ENSG00000138496
GOBP_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION,C5,AntiIL5,GO:BP,36,31,17949,1,258,0.003875968992248062,0.4110720463518744,0.3005212361438431,8370,H4C14,ENSG00000270882
GOBP_GERM_CELL_DEVELOPMENT,C5,AntiIL5,GO:BP,36,31,17949,1,261,0.0038314176245210726,0.41428953702289617,0.30287343761878616,7784,ZP3,ENSG00000188372
GOBP_GLYCOSYLATION,C5,AntiIL5,GO:BP,36,31,17949,1,262,0.003816793893129771,0.4143793327515351,0.3029390843189462,2673,GFPT1,ENSG00000198380
GOBP_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION,C5,AntiIL5,GO:BP,36,31,17949,1,262,0.003816793893129771,0.4143793327515351,0.3029390843189462,83666,PARP9,ENSG00000138496
GOBP_NUCLEOSIDE_PHOSPHATE_BIOSYNTHETIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,266,0.0037593984962406013,0.4188011476055869,0.3061717275447065,83666,PARP9,ENSG00000138496
GOBP_DEVELOPMENTAL_MATURATION,C5,AntiIL5,GO:BP,36,31,17949,1,267,0.003745318352059925,0.419456423167484,0.30665077792924084,163175,LGI4,ENSG00000153902
GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION,C5,AntiIL5,GO:BP,36,31,17949,1,269,0.0037174721189591076,0.4213460960867324,0.3080322555720042,3627,CXCL10,ENSG00000169245
GOBP_MITOCHONDRIAL_TRANSPORT,C5,AntiIL5,GO:BP,36,31,17949,1,274,0.0036496350364963502,0.4269067887393021,0.31209749485206884,8326,FZD9,ENSG00000188763
GOBP_PROTEIN_LOCALIZATION_TO_NUCLEUS,C5,AntiIL5,GO:BP,36,31,17949,1,275,0.0036363636363636364,0.4269332908919266,0.3121168697031147,83666,PARP9,ENSG00000138496
GOBP_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,C5,AntiIL5,GO:BP,36,31,17949,1,275,0.0036363636363636364,0.4269332908919266,0.3121168697031147,23136,EPB41L3,ENSG00000082397
GOBP_COGNITION,C5,AntiIL5,GO:BP,36,31,17949,1,276,0.0036231884057971015,0.4269575790370175,0.31213462596616187,8326,FZD9,ENSG00000188763
GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION,C5,AntiIL5,GO:BP,36,31,17949,1,276,0.0036231884057971015,0.4269575790370175,0.31213462596616187,7784,ZP3,ENSG00000188372
GOBP_ENDOTHELIAL_CELL_MIGRATION,C5,AntiIL5,GO:BP,36,31,17949,1,278,0.0035971223021582736,0.4281873601510643,0.3130336784409277,55333,SYNJ2BP,ENSG00000213463
GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS,C5,AntiIL5,GO:BP,36,31,17949,1,278,0.0035971223021582736,0.4281873601510643,0.3130336784409277,2673,GFPT1,ENSG00000198380
GOBP_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,281,0.0035587188612099642,0.43119840764469763,0.3152349561072274,9722,NOS1AP,ENSG00000198929
GOBP_GLIOGENESIS,C5,AntiIL5,GO:BP,36,31,17949,1,283,0.0035335689045936395,0.43299067403691355,0.31654522304575516,163175,LGI4,ENSG00000153902
GOBP_CARBOXYLIC_ACID_TRANSPORT,C5,AntiIL5,GO:BP,36,31,17949,1,284,0.0035211267605633804,0.43358143057388215,0.3169771056958293,553,AVPR1B,ENSG00000198049
GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,C5,AntiIL5,GO:BP,36,31,17949,1,285,0.0035087719298245615,0.43416853398806976,0.31740631766813865,91543,RSAD2,ENSG00000134321
GOBP_CELLULAR_CARBOHYDRATE_METABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,288,0.003472222222222222,0.43711227548058823,0.3195583901334659,553,AVPR1B,ENSG00000198049
GOBP_REGULATION_OF_EPITHELIAL_CELL_MIGRATION,C5,AntiIL5,GO:BP,36,31,17949,1,293,0.0034129692832764505,0.44236695922201374,0.32339991637572074,55333,SYNJ2BP,ENSG00000213463
GOBP_POSITIVE_REGULATION_OF_CELLULAR_PROTEIN_LOCALIZATION,C5,AntiIL5,GO:BP,36,31,17949,1,295,0.003389830508474576,0.4428635497275456,0.32376295734117716,83666,PARP9,ENSG00000138496
GOBP_PROTEIN_POLYMERIZATION,C5,AntiIL5,GO:BP,36,31,17949,1,294,0.003401360544217687,0.4428635497275456,0.32376295734117716,4600,MX2,ENSG00000183486
GOBP_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,C5,AntiIL5,GO:BP,36,31,17949,1,295,0.003389830508474576,0.4428635497275456,0.32376295734117716,2673,GFPT1,ENSG00000198380
GOBP_REGULATION_OF_CELL_MORPHOGENESIS,C5,AntiIL5,GO:BP,36,31,17949,1,305,0.003278688524590164,0.4537203307075111,0.3316999923928123,23136,EPB41L3,ENSG00000082397
GOBP_REGULATION_OF_PEPTIDE_SECRETION,C5,AntiIL5,GO:BP,36,31,17949,1,308,0.003246753246753247,0.45649555347001786,0.33372886636408966,91543,RSAD2,ENSG00000134321
GOBP_CAMERA_TYPE_EYE_DEVELOPMENT,C5,AntiIL5,GO:BP,36,31,17949,1,310,0.0032258064516129032,0.45812287650567446,0.3349185486463586,8820,HESX1,ENSG00000163666
GOBP_LEUKOCYTE_PROLIFERATION,C5,AntiIL5,GO:BP,36,31,17949,1,312,0.003205128205128205,0.45973811064108827,0.3360993931317577,7784,ZP3,ENSG00000188372
GOBP_REGULATION_OF_INNATE_IMMUNE_RESPONSE,C5,AntiIL5,GO:BP,36,31,17949,1,313,0.003194888178913738,0.4602270695182318,0.3364568548650152,83666,PARP9,ENSG00000138496
GOBP_B_CELL_ACTIVATION,C5,AntiIL5,GO:BP,36,31,17949,1,319,0.003134796238244514,0.4649812033243267,0.33993244553307517,8326,FZD9,ENSG00000188763
GOBP_NEGATIVE_REGULATION_OF_ION_TRANSPORT,C5,AntiIL5,GO:BP,36,31,17949,1,319,0.003134796238244514,0.4649812033243267,0.33993244553307517,91543,RSAD2,ENSG00000134321
GOBP_REGULATION_OF_DEVELOPMENTAL_GROWTH,C5,AntiIL5,GO:BP,36,31,17949,1,319,0.003134796238244514,0.4649812033243267,0.33993244553307517,7784,ZP3,ENSG00000188372
GOBP_ORGANIC_ACID_TRANSPORT,C5,AntiIL5,GO:BP,36,31,17949,1,324,0.0030864197530864196,0.4698163973891159,0.3434672966868848,553,AVPR1B,ENSG00000198049
GOBP_REGULATION_OF_T_CELL_ACTIVATION,C5,AntiIL5,GO:BP,36,31,17949,1,327,0.0030581039755351682,0.47243276074571977,0.34538003377787885,7784,ZP3,ENSG00000188372
GOBP_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY,C5,AntiIL5,GO:BP,36,31,17949,1,329,0.00303951367781155,0.47394998018711537,0.34648922294818646,23136,EPB41L3,ENSG00000082397
GOBP_CELLULAR_AMINO_ACID_METABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,331,0.0030211480362537764,0.475455771821867,0.3475900576253838,2673,GFPT1,ENSG00000198380
